legal_name,city,county,state,zip,vertical,naics_code,owner_name,owner_age_estimate,owner_tenure_years,years_in_business,employee_count_estimate,entity_status,is_distressed,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,confidence,data_completeness,deep_dive_pending,final_comment,value_add_thesis,score_run_id,spine_index,owner_age_source
The Glass House,El Paso,El Paso,TX,79935,glass_services,238150,,62,,73,55,Active,False,75,"owner ~62 (58-62 band), tenure 73yr",91,"commercial glazier mix, ~55 FTE, 73yr",25,0 weighted coasting tells (0 high) | succession_done=False,67,secondary TX (El Paso) | +3 architectural-capable,63,B_forward,medium,0.7,False,"L1=75 (owner ~62 (58-62 band), tenure 73yr) L2=91 L3=25 L4=67 → final 63. Architectural-capable commercial glazier. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,56,73yr_business_likely_2nd-3rd_gen_owner
"Hardware Specialties & Glass Co., Inc.",El Paso,El Paso,TX,,glass_services,238150,,64,,60,18,Active,False,82,"owner ~64 (63-67 band), tenure 60yr",74,"mixed/residential mix, ~18 FTE, 60yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (El Paso),71,B_forward,medium,0.65,False,"L1=82 (owner ~64 (63-67 band), tenure 60yr) L2=74 L3=60 L4=64 → final 71. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,57,60yr_family_business_2nd-gen_owner_estimate
"Burch Glass Co., Inc.",Lubbock,Lubbock,TX,79424,glass_services,238150,Glenn & Carolyn Burch (2nd-gen; founded by Everett & Dora Burch),68,,59,16,Active,False,92,"owner ~68 (68+ band), tenure 59yr",76,"mixed/residential mix, ~16 FTE, 59yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Lubbock),79,A_acquire_self,medium,0.78,True,"L1=92 (owner ~68 (68+ band), tenure 59yr) L2=76 L3=75 L4=64 → final 79. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,58,2nd-gen_Burch_succession_documented_on_about_page
Action Glass and Mirror,Lubbock,Lubbock,TX,79423,glass_services,238150,,66,37,37,12,Active,False,88,"owner ~66 (63-67 band), tenure 37yr",76,"mixed/residential mix, ~12 FTE, 37yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Lubbock),73,B_forward,medium,0.6,False,"L1=88 (owner ~66 (63-67 band), tenure 37yr) L2=76 L3=60 L4=64 → final 73. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,59,founder_age_29_at_1989_founding_+_37yr_tenure
Mid-West Glass Co.,Midland,Midland,TX,,glass_services,238150,,60,,80,38,Active,False,67,"owner ~60 (58-62 band), tenure 80yr",91,"commercial glazier mix, ~38 FTE, 80yr",45,1 weighted coasting tells (0 high) | succession_done=False,71,secondary TX (Midland) | +3 architectural-capable | +4 hurricane/blast specialty (Gulf/Permian moat),67,B_forward,medium,0.65,False,"L1=67 (owner ~60 (58-62 band), tenure 80yr) L2=91 L3=45 L4=71 → final 67. Architectural-capable commercial glazier. Family successor already in place. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,60,3rd-gen_family_corporation_typical_current_principal_age
Amigo's Glass & Mirror LLC,Midland,Midland,TX,,glass_services,238150,,56,23,23,9,Active,False,47,"owner ~56 (53-57 band), tenure 23yr",74,"mixed/residential mix, ~9 FTE, 23yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Midland),60,B_forward,low,0.55,False,"L1=47 (owner ~56 (53-57 band), tenure 23yr) L2=74 L3=60 L4=64 → final 60. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,61,LLC_founder_2003_typical_age_33_at_founding
City Glass Co Inc,Amarillo,Potter,TX,79106,glass_services,238150,,68,45,45,14,Active,False,92,"owner ~68 (68+ band), tenure 45yr",76,"mixed/residential mix, ~14 FTE, 45yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Amarillo),79,A_acquire_self,medium,0.65,True,"L1=92 (owner ~68 (68+ band), tenure 45yr) L2=76 L3=75 L4=64 → final 79. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,62,founder_age_23_at_1981_founding_+_45yr_tenure
Clayton's Glass,Amarillo,Potter,TX,79106,glass_services,238150,Clayton family (eponymous),63,,73,12,Active,False,79,"owner ~63 (63-67 band), tenure 73yr",76,"mixed/residential mix, ~12 FTE, 73yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Amarillo),70,B_forward,medium,0.62,False,"L1=79 (owner ~63 (63-67 band), tenure 73yr) L2=76 L3=60 L4=64 → final 70. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,63,73yr_entity_2nd-3rd-gen_Clayton_estimate
"Risica and Sons, Inc.",San Juan,Hidalgo,TX,78589,glass_services,238150,Risica family (and sons),63,,66,24,Active,False,79,"owner ~63 (63-67 band), tenure 66yr",80,"commercial glazier mix, ~24 FTE, 66yr",60,2 weighted coasting tells (0 high) | succession_done=False,68,secondary TX (San Juan) | +4 hurricane/blast specialty (Gulf/Permian moat),72,B_forward,medium,0.72,False,"L1=79 (owner ~63 (63-67 band), tenure 66yr) L2=80 L3=60 L4=68 → final 72. Family successor already in place. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,64,and-sons_branding_2nd-gen_Risica_estimate
Harlingen Glass and Mirror,Harlingen,Cameron,TX,78550,glass_services,238150,Shull family,67,,48,14,Active,False,91,"owner ~67 (63-67 band), tenure 48yr",80,"commercial glazier mix, ~14 FTE, 48yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Harlingen),75,B_forward,medium,0.7,False,"L1=91 (owner ~67 (63-67 band), tenure 48yr) L2=80 L3=60 L4=64 → final 75. Family successor already in place. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,65,founder_age_25_at_1978_+_48yr_tenure_or_2nd-gen_Shull
Evins Glass,Corpus Christi,Nueces,TX,78406,glass_services,238150,Evins family,65,37,37,16,Active,False,85,"owner ~65 (63-67 band), tenure 37yr",76,"mixed/residential mix, ~16 FTE, 37yr",60,2 weighted coasting tells (0 high) | succession_done=False,68,secondary TX (Corpus Christi) | +4 hurricane/blast specialty (Gulf/Permian moat),73,B_forward,medium,0.65,False,"L1=85 (owner ~65 (63-67 band), tenure 37yr) L2=76 L3=60 L4=68 → final 73. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,66,founder_age_28_at_1989_+_37yr_tenure
Mo Glass,Corpus Christi,Nueces,TX,,glass_services,238150,,69,44,44,12,Active,False,93,"owner ~69 (68+ band), tenure 44yr",76,"mixed/residential mix, ~12 FTE, 44yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Corpus Christi),79,A_acquire_self,medium,0.62,True,"L1=93 (owner ~69 (68+ band), tenure 44yr) L2=76 L3=75 L4=64 → final 79. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,67,founder_age_25_at_1982_+_44yr_tenure
"Craftman Glass & Door, LLC",Corpus Christi,Nueces,TX,78417,glass_services,238150,,65,19,19,10,Active,False,81,"owner ~65 (63-67 band), tenure 19yr",72,"mixed/residential mix, ~10 FTE, 19yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Corpus Christi),70,B_forward,medium,0.6,False,"L1=81 (owner ~65 (63-67 band), tenure 19yr) L2=72 L3=60 L4=64 → final 70. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,68,owner_30yr_industry_pre-LLC_+_19yr_company_tenure
Scott Glass,Corpus Christi,Nueces,TX,78413,glass_services,238150,Scott family,69,47,47,22,Active,False,93,"owner ~69 (68+ band), tenure 47yr",35,"auto-glass-only — Safelite-dominated segment, cap sellability",78,3 weighted coasting tells (2 high) | succession_done=False,45,"auto-glass dominated segment, Safelite competition",67,B_forward,medium,0.65,False,"L1=93 (owner ~69 (68+ band), tenure 47yr) L2=35 L3=78 L4=45 → final 67. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,69,founder_age_22_at_1979_+_47yr_tenure
East Texas Glass Co.,Kilgore,Gregg,TX,75662,glass_services,238150,Kinkaid family (2-gen),62,,94,18,Active,False,75,"owner ~62 (58-62 band), tenure 94yr",76,"mixed/residential mix, ~18 FTE, 94yr",65,2 weighted coasting tells (1 high) | succession_done=False,58,exurban TX (Kilgore),30,D_pass,medium,0.62,False,"EXCLUDED — Arrow Glass Industries rollup affiliate. L1=75 (owner ~62 (58-62 band), tenure 94yr) L2=76 L3=65 L4=58 → final 30. Tier D_pass based on owner age + coasting tells + market pull.",Exclude — already integrated into Arrow Glass Industries rollup. Cannot approach as independent.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,70,2nd-gen_Kinkaid_per_spine
Henderson Glass Company,Tyler,Smith,TX,75702,glass_services,238150,,60,,95,20,Active,False,67,"owner ~60 (58-62 band), tenure 95yr",80,"commercial glazier mix, ~20 FTE, 95yr",50,1 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Tyler),30,D_pass,medium,0.62,False,"EXCLUDED — Arrow Glass Industries rollup affiliate. L1=67 (owner ~60 (58-62 band), tenure 95yr) L2=80 L3=50 L4=64 → final 30. Tier D_pass based on owner age + coasting tells + market pull.",Exclude — already integrated into Arrow Glass Industries rollup. Cannot approach as independent.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,71,2nd-gen_per_spine_+_partnership_with_Arrow_Industries
Independent Glass & Mirror Co.,Tyler,Smith,TX,,glass_services,238150,,70,48,48,13,Active,False,94,"owner ~70 (68+ band), tenure 48yr",76,"mixed/residential mix, ~13 FTE, 48yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Tyler),79,A_acquire_self,medium,0.62,True,"L1=94 (owner ~70 (68+ band), tenure 48yr) L2=76 L3=75 L4=64 → final 79. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,72,founder_age_22_at_1978_+_48yr_tenure
Grace Glass & Mirror,Tyler,Smith,TX,,glass_services,238150,,55,27,27,10,Active,False,47,"owner ~55 (53-57 band), tenure 27yr",68,"mixed/residential mix, ~10 FTE, 27yr",66,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Tyler),61,B_forward,low,0.45,False,"L1=47 (owner ~55 (53-57 band), tenure 27yr) L2=68 L3=66 L4=64 → final 61. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,73,tenure_proxy_25yr_founder_age_30_at_start
Apache Glass & Mirror,Flint,Smith,TX,75762,glass_services,238150,,68,41,41,9,Active,False,92,"owner ~68 (68+ band), tenure 41yr",67,"mixed/residential mix, ~9 FTE, 41yr",90,4 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,81,A_acquire_self,medium,0.62,True,"L1=92 (owner ~68 (68+ band), tenure 41yr) L2=67 L3=90 L4=67 → final 81. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,74,founder_age_27_at_1985_+_41yr_tenure
Texarkana Glass Co. LLC,Nash,Bowie,TX,75569,glass_services,238150,,55,18,18,14,Active,False,43,"owner ~55 (53-57 band), tenure 18yr",78,"commercial glazier mix, ~14 FTE, 18yr",45,1 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Nash),56,C_watch,low,0.55,False,"L1=43 (owner ~55 (53-57 band), tenure 18yr) L2=78 L3=45 L4=64 → final 56. Tier C_watch based on owner age + coasting tells + market pull.",Monitor for 12-24mo. Re-score after enrichment of successor / financials.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,75,LLC_founder_2008_typical_age_37_at_founding
All Glass,Wichita Falls,Wichita,TX,76302,glass_services,238150,Mike & Janice LaBrie,67,22,22,7,Active,False,87,"owner ~67 (63-67 band), tenure 22yr",68,"mixed/residential mix, ~7 FTE, 22yr",99,5 weighted coasting tells (2 high) | succession_done=False,64,secondary TX (Wichita Falls),82,B_forward,low,0.55,False,"L1=87 (owner ~67 (63-67 band), tenure 22yr) L2=68 L3=99 L4=64 → final 82. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,76,founder_pair_40yr_combined_industry_experience_+_22yr_tenure
Ace Glass & Mirror,Nederland,Jefferson,TX,77627,glass_services,238150,Mark & Cindy Stratton,67,42,42,18,Active,False,91,"owner ~67 (63-67 band), tenure 42yr",80,"commercial glazier mix, ~18 FTE, 42yr",65,2 weighted coasting tells (1 high) | succession_done=False,68,secondary TX (Nederland) | +4 hurricane/blast specialty (Gulf/Permian moat),77,B_forward,medium,0.7,False,"L1=91 (owner ~67 (63-67 band), tenure 42yr) L2=80 L3=65 L4=68 → final 77. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Commercial-glazing book is the wedge. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,77,founder_pair_age_25_at_1984_+_42yr_tenure
Alamo Glass of Port Arthur Inc,Groves,Jefferson,TX,77619,glass_services,238150,,63,,77,16,Active,False,79,"owner ~63 (63-67 band), tenure 77yr",74,"mixed/residential mix, ~16 FTE, 77yr",60,2 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Groves),70,B_forward,medium,0.7,False,"L1=79 (owner ~63 (63-67 band), tenure 77yr) L2=74 L3=60 L4=64 → final 70. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,78,77yr_entity_likely_3rd-gen_owner
Romero's Glass Co,Port Arthur,Jefferson,TX,,glass_services,238150,Romero family (eponymous),70,55,55,11,Active,False,94,"owner ~70 (68+ band), tenure 55yr",72,"mixed/residential mix, ~11 FTE, 55yr",75,3 weighted coasting tells (1 high) | succession_done=False,64,secondary TX (Port Arthur),78,B_forward,low,0.55,False,"L1=94 (owner ~70 (68+ band), tenure 55yr) L2=72 L3=75 L4=64 → final 78. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,79,founder_age_25_at_1971_+_55yr_tenure
Bedford Glass & Mirror Co.,Bedford,Tarrant,TX,76021,glass_services,238150,,65,,64,11,Active,False,85,"owner ~65 (63-67 band), tenure 64yr",70,"mixed/residential mix, ~11 FTE, 64yr",81,3 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,77,B_forward,medium,0.6,False,"L1=85 (owner ~65 (63-67 band), tenure 64yr) L2=70 L3=81 L4=67 → final 77. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,80,64yr_entity_2nd-gen_owner_estimate
Lake Highlands Glass & Mirror,Dallas,Dallas,TX,,glass_services,238150,,64,,,5,Active,False,72,"owner ~64 (63-67 band), tenure 0yr",25,<5yr tenure (0yr) hard cap,96,4 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,35,D_pass,low,0.42,False,"L1=72 (owner ~64 (63-67 band), tenure 0yr) L2=25 L3=96 L4=67 → final 35. Tier D_pass based on owner age + coasting tells + market pull.",Drop — sub-5yr tenure fails canonical hard gate.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,81,no_website_+_small_family_operator_proxy
Keller Glass and Mirror,Keller,Tarrant,TX,76248,glass_services,238150,,67,43,43,9,Active,False,91,"owner ~67 (63-67 band), tenure 43yr",70,"mixed/residential mix, ~9 FTE, 43yr",99,4 weighted coasting tells (2 high) | succession_done=False,70,DFW/Houston/Austin | +3 NW Tarrant affluent corridor,85,B_forward,low,0.55,False,"L1=91 (owner ~67 (63-67 band), tenure 43yr) L2=70 L3=99 L4=70 → final 85. Tier B_forward based on owner age + coasting tells + market pull.",Watch-list candidate — succession window approaching. Residential + shower mix; needs commercial diversification. Forward to ETA buyer with 6-12mo monitoring cadence.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,82,founder_age_25_at_1983_+_43yr_tenure
Lewisville Glass & Mirror Company,Lewisville,Denton,TX,,glass_services,238150,,56,22,22,8,Active,False,47,"owner ~56 (53-57 band), tenure 22yr",68,"mixed/residential mix, ~8 FTE, 22yr",51,1 weighted coasting tells (0 high) | succession_done=False,67,DFW/Houston/Austin,30,D_pass,low,0.5,False,"EXCLUDED — Arrow Glass Industries rollup affiliate. L1=47 (owner ~56 (53-57 band), tenure 22yr) L2=68 L3=51 L4=67 → final 30. Tier D_pass based on owner age + coasting tells + market pull.",Exclude — already integrated into Arrow Glass Industries rollup. Cannot approach as independent.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,83,tenure_proxy_22yr_founder_age_34_at_start
Fashion Glass & Mirror,DeSoto,Dallas,TX,75115,glass_services,238150,Larry Jaynes (founder),75,53,53,42,Active,False,99,"owner ~75 (68+ band), tenure 53yr",81,"mixed/residential mix, ~42 FTE, 53yr",90,4 weighted coasting tells (1 high) | succession_done=False,67,DFW/Houston/Austin,87,A_acquire_self,medium,0.78,True,"L1=99 (owner ~75 (68+ band), tenure 53yr) L2=81 L3=90 L4=67 → final 87. Tier A_acquire_self based on owner age + coasting tells + market pull.","Acquire long-tenure operator with no published successor. Modernize (online quote/portal, CRM, dispatch, route optimization). Add commercial-glazing capability. EBITDA uplift 25-40% via ops modernization.",3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,84,founder_age_22_at_1973_+_53yr_tenure
Davis Family Glass Company LLC,Amarillo,Randall,TX,,glass_services,238150,Davis family,52,12,12,9,Active,False,27,"owner ~52 (<53 band), tenure 12yr",72,"mixed/residential mix, ~9 FTE, 12yr",45,1 weighted coasting tells (0 high) | succession_done=False,64,secondary TX (Amarillo),49,C_watch,low,0.5,False,"L1=27 (owner ~52 (<53 band), tenure 12yr) L2=72 L3=45 L4=64 → final 49. Tier C_watch based on owner age + coasting tells + market pull.",Monitor for 12-24mo. Re-score after enrichment of successor / financials.,3e6f3700-c6f2-47f1-997a-dc420d9fa1f5,85,LLC_founder_2014_typical_age_40_at_founding
