legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness,practice_type
Coppell Vision Center,,Coppell,Dallas,75019,541 E Sandy Lake Rd,(972) 393-3937,https://www.coppellvisioncenter.com/,Dr. Alycia Green (Finklea),51,license_tenure_proxy,27,,3,10,False,[],19,"Dr. Alycia Green (Finklea), est. age ~51 (license-tenure proxy); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 84 → final 44, tier D_pass (conf low).",,low,0.5,mixed
Richardson Eye Associates,,Richardson,Dallas,75080,660 W Campbell Rd Suite 102,(972) 231-3439,https://www.richardsoneyeassociates.com/,Dr. Scott Harris,,unknown,14,,3,8,False,[],19,"Dr. Scott Harris, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 87 → final 44, tier D_pass (conf low).",,low,0.38,medical_eye_care
Arlington Vision Source,,Arlington,Tarrant,76010,1334 E Pioneer Pkwy,(817) 461-4453,https://www.arlingtoneyedoctors.com/,Dr. Isaac Schunk (founder/owner),42,optometry_grad_year_proxy_2010,16,,4,,False,[],19,"Dr. Isaac Schunk (founder/owner), est. age ~42 (optometry_grad_year_proxy_2010); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Tarrant County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 84 → final 44, tier D_pass (conf low).",,low,0.5,medical_eye_care
Sonie Family Eyecare,,Mansfield,Tarrant,76063,213 E Debbie Lane,(817) 477-6684,https://www.sonieeyecare.com/,Dr. Evelyn Ayidu-Omo,50,career_arc_proxy_22yr_total_us_tenure,22,,1,,False,[],19,"Dr. Evelyn Ayidu-Omo, est. age ~50 (career_arc_proxy_22yr_total_us_tenure); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Tarrant County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 84 → final 44, tier D_pass (conf low).",,low,0.5,medical_eye_care
The Eye Clinic,,Helotes,Bexar,78023,11864 Bandera Rd,(210) 695-2222,https://www.theeyeclinic-online.com/,Dr. Celeste Acosta,50,uhco_grad_year_proxy_2000,26,,2,,False,[],19,"Dr. Celeste Acosta, est. age ~50 (uhco_grad_year_proxy_2000); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch captured.,82,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 82 → final 44, tier D_pass (conf low).",,low,0.5,medical_eye_care
Eyes of Texas Vision Care,Eyes of Texas Vision,Austin,Travis,78756,1518 West Koenig Lane,(512) 454-5117,https://eyesoftxaustin.com/,Dr. Fern Yee,,unknown,,,1,,False,[],19,"Dr. Fern Yee, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 84 → final 44, tier D_pass (conf low).",,low,0.38,medical_eye_care
Look + See Vision Care,,Austin,Travis,78704,2007 S 1st St Suite 104,(512) 774-6002,https://lookandseevision.com/,Dr. Tammy Vo,,unknown,,,3,,False,[],19,"Dr. Tammy Vo, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,44,D_pass,"L1 19/L2 30/L3 60/L4 84 → final 44, tier D_pass (conf low).",,low,0.38,medical_eye_care
Fort Worth Eye Center,,Fort Worth,Tarrant,76123,5329 Sycamore School Rd Ste 113,(817) 489-5065,https://fortwortheyecenter.com/,Dr. Dan Lam,,unknown,,,2,,False,[],19,"Dr. Dan Lam, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,81,Tarrant County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,43,D_pass,"L1 19/L2 30/L3 60/L4 81 → final 43, tier D_pass (conf low).",,low,0.38,mixed
Lifetime Family Eye Care,,San Antonio,Bexar,78250,9310 Guilbeau Rd,(210) 982-3225,https://saeyecare.com/,Dr. Urchna Morar,39,nova_southeastern_grad_2012_proxy,14,,2,,False,[],19,"Dr. Urchna Morar, est. age ~39 (nova_southeastern_grad_2012_proxy); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,79,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,43,D_pass,"L1 19/L2 30/L3 60/L4 79 → final 43, tier D_pass (conf low).",,low,0.5,mixed
Crystal Falls Vision Center,CFVC,Leander,Williamson,78641,3550 Lakeline Blvd Ste 180,(512) 337-4283,https://crystalfallsvisioncenter.com/,Dr. Brad Mathew,44,graduation_year_proxy,12,,1,,False,[],19,"Dr. Brad Mathew, est. age ~44 (graduation_year_proxy); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch captured.,78,Williamson County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,43,D_pass,"L1 19/L2 30/L3 60/L4 78 → final 43, tier D_pass (conf low).",,low,0.5,medical_eye_care
EYES of Cresta Bella,,San Antonio,Bexar,78257,19739 W Interstate 10 #112,(210) 361-7720,https://eyesofcrestabella.com/,Dr. Angela Garza Offoegbu,38,tob_practice_start_2014_proxy_uhco_grad,12,6,1,,False,[],19,"Dr. Angela Garza Offoegbu, est. age ~38 (tob_practice_start_2014_proxy_uhco_grad); 6-yr practice tenure.",61,6-yr medical_eye_care practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,28,0 coasting tell(s). Successor-check live-fetch not completed.,82,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,42,D_pass,"L1 19/L2 61/L3 28/L4 82 → final 42, tier D_pass (conf low).",,low,0.62,medical_eye_care
Enhanced Eye Care Texas,EEC,Fort Worth,Tarrant,76123,5325 McPherson Blvd Suite #125,(817) 935-8280,https://www.enhancedeyecaretx.com/,Dr. Hiep Duong,36,optometry_grad_year_proxy_2014,12,,2,,False,[],19,"Dr. Hiep Duong, est. age ~36 (optometry_grad_year_proxy_2014); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,28,0 coasting tell(s). Successor-check live-fetch not completed.,84,Tarrant County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,34,D_pass,"L1 19/L2 30/L3 28/L4 84 → final 34, tier D_pass (conf low).",,low,0.5,medical_eye_care
Southwest Family Eye Health Center,,Fort Worth,Tarrant,76104,1300 W Rosedale St Suite B,(817) 885-7951,https://www.swfamilyeye.com/,Dr. Jeremy E. Loy,46,optometry_grad_year_proxy_2005,21,,1,,False,[],19,"Dr. Jeremy E. Loy, est. age ~46 (optometry_grad_year_proxy_2005); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,28,0 coasting tell(s). Successor-check live-fetch not completed.,84,Tarrant County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,34,D_pass,"L1 19/L2 30/L3 28/L4 84 → final 34, tier D_pass (conf low).",,low,0.5,medical_eye_care
"Eyes on Texas Vision Care, PLLC",Eyes on Texas Vision Care,San Antonio,Bexar,,Blanco Road,(210) 826-1720,https://eyesontxvision.com/,Dr. Marc Kessner,,unknown,,,1,,False,[],19,"Dr. Marc Kessner, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,28,0 coasting tell(s). Successor-check live-fetch not completed.,82,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,34,D_pass,"L1 19/L2 30/L3 28/L4 82 → final 34, tier D_pass (conf low).",,low,0.38,medical_eye_care
Eye Shop on Memorial,Eye Shop (formerly West Houston Eye),Houston,Harris,77079,13130 Memorial Drive,(713) 977-8464,https://www.eyeshophouston.com/,Dr. Linda Rhodes,65,license_tenure_proxy,35,50,4,,False,[],85,"Dr. Linda Rhodes, est. age ~65 (license-tenure proxy); 50-yr practice tenure.",83,50-yr mixed practice; 4 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: 4 ODs, 2023 relocation — active growth. L1 85/L2 83/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,mixed
Eye Site Texas,,Katy,Harris,77494,25242 Kingsland Blvd,(281) 644-2010,https://eyesitetexas.com/,Dr. John O'Neill,50,license_tenure_proxy,25,25,5,,False,[],29,"Dr. John O'Neill, est. age ~50 (license-tenure proxy); 25-yr practice tenure.",76,25-yr mixed practice; 5 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Owner ~50, multi-location, young children — growth mode. L1 29/L2 76/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,mixed
River Oaks Optical,,Houston,Harris,77098,2900 Westheimer Rd,(346) 315-4911,https://www.riveroaksoptical.com/,,,unknown,,,,,False,[],19,"owner not identified, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,42,1 coasting tell(s). Successor-check live-fetch not completed.,78,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: out_of_scope_or_misclassified: Optical-retail boutique with leased OD, not OD-owned practice. L1 19/L2 30/L3 42/L4 78 → final 25, tier D_pass (conf high).",,high,0.25,refraction_only
Better Vision TX,,Cypress,Harris,77429,17814 Spring Cypress Rd #105,(281) 970-3840,https://bettervisiontx.com/,Dr. Naveera Farooque,43,license_tenure_proxy,17,17,4,,False,[],25,"Dr. Naveera Farooque, est. age ~43 (license-tenure proxy); 17-yr practice tenure.",68,17-yr medical_eye_care practice; 4 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Harris County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Owner ~43, growth-mode multi-location. L1 25/L2 68/L3 60/L4 87 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Modern Spectacle Eyecare,,Dallas,Dallas,75214,6336 Gaston Ave,(469) 225-9959,https://www.modspectacle.com/,Dr. Stephanie Kim LeSage,40,linkedin_grad,2,2,1,2,False,"[""founded_too_recently_for_thesis""]",19,"Dr. Stephanie Kim LeSage, est. age ~40 (LinkedIn grad); 2-yr practice tenure.",30,Only 2 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,84,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: too_young_under_5_yrs. L1 19/L2 30/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,mixed
Clear Eye Care,,Coppell,Dallas,75019,220 South Denton Tap Road Suite 204,(972) 745-8760,https://cleareyecaretx.com/,Dr. Paul Heeg,41,linkedin_grad,16,,6,15,False,"[""multi_location_growth_operator""]",19,"Dr. Paul Heeg, est. age ~41 (LinkedIn grad); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch not completed.,87,Dallas County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Regional growth operator, founder age ~41 + multi-location. L1 19/L2 30/L3 60/L4 87 → final 25, tier D_pass (conf high).",,high,0.5,medical_eye_care
Alamo Eye Institute,,San Antonio,Bexar,78258,18720 Stone Oak Parkway Suite 119,(210) 697-3821,https://www.alamoeyeinstitute.com/,"Dr. Lynnell C. Lowry, MD",59,george_washington_md_1993_proxy,33,,1,,False,[],53,"Dr. Lynnell C. Lowry, MD, est. age ~59 (george_washington_md_1993_proxy); 0-yr practice tenure.",30,Only 0 yrs — fails 5-yr gate.,28,0 coasting tell(s). Successor-check live-fetch not completed.,78,Bexar County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: out_of_scope_or_misclassified: Misclassified — Dr. Lynnell Lowry is MD ophthalmologist (GWU SOM 1993), not OD. L1 53/L2 30/L3 28/L4 78 → final 25, tier D_pass (conf high).",,high,0.5,ophthalmology_practice_NOT_OD
Boerne Vision Center,,Boerne,Kendall,78006,124 E Bandera Road Suite 403,(830) 331-8745,https://boernevisioncenter.com/,Dr. Susan L. Johnson,42,biographical_proxy,14,14,5,,False,[],25,"Dr. Susan L. Johnson, est. age ~42 (biographical_proxy); 14-yr practice tenure.",68,14-yr medical_eye_care practice; 5 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,70,Kendall County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Owner has 3 young children, 14 yrs, growth mode. L1 25/L2 68/L3 60/L4 70 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Bristol Family Eyecare,,Austin,Travis,78738,14058 Bee Cave Parkway Building D Suite A,(512) 643-9792,https://www.bristolfamilyeyecare.com/,Dr. Dan Bristol,52,graduation_year_proxy,22,22,5,,False,[],25,"Dr. Dan Bristol, est. age ~52 (graduation_year_proxy); 22-yr practice tenure.",78,22-yr medical_eye_care practice; 5 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Mid-career owner with young kids, 3 locations, just got biz degree 2022. L1 25/L2 78/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Eye Capitol,,Austin,Travis,78702,1144 Airport Blvd Suite 235,(512) 928-5808,https://www.eyecapitol.com/,Dr. Michael Chavez,44,graduation_year_proxy,15,15,1,,False,[],25,"Dr. Michael Chavez, est. age ~44 (graduation_year_proxy); 15-yr practice tenure.",69,15-yr mixed practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,81,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Owner 38-46, build/growth mode. L1 25/L2 69/L3 60/L4 81 → final 25, tier D_pass (conf high).",,high,0.62,mixed
Austin Optometry Group,,Austin,Travis,78757,8105 Shoal Creek Blvd Suite A,(512) 454-4641,https://www.austinoptometrygrp.com/,Dr. Aaron T. Wolf,42,graduation_year_proxy,17,50,2,,False,[],29,"Dr. Aaron T. Wolf, est. age ~42 (graduation_year_proxy); 50-yr practice tenure.",88,50-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Spine flagged STRONG A but enrichment found Dr. Wolf is 2nd-gen owner (bought 2009), ~42, KOL/consultant active growth. L1 29/L2 88/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Austin Vision Center,,Austin,Travis,78703,2415 Exposition Blvd Suite D,(512) 477-2282,https://austinvisioncenter.com/,Dr. Clay Barnett,42,biographical_proxy,,39,2,,False,[],29,"Dr. Clay Barnett, est. age ~42 (biographical_proxy); 39-yr practice tenure.",88,39-yr medical_eye_care practice; 2 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,84,Travis County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Spine flagged STRONG A but enrichment found Dr. Clay Barnett (multi-practice operator with 3 young kids) — current owner mid-career, not founder. L1 29/L2 88/L3 60/L4 84 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Round Rock Eyes,,Round Rock,Williamson,78681,481 Sundance Pkwy #100,(512) 255-9995,https://roundrockeyes.com/,Dr. Brett Hamilton,46,graduation_year_proxy,14,14,1,,False,[],25,"Dr. Brett Hamilton, est. age ~46 (graduation_year_proxy); 14-yr practice tenure.",71,14-yr medical_eye_care practice; 1 OD(s); optical attached=true. Annual exam + contact lens recurring revenue.,60,2 coasting tell(s). Successor-check live-fetch captured.,78,Williamson County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Owner 38-46, build/growth mode. L1 25/L2 71/L3 60/L4 78 → final 25, tier D_pass (conf high).",,high,0.62,medical_eye_care
Aspire Vision Care,,Round Rock,Williamson,78681,17261 Smyers Lane Suite 100,(512) 360-8969,https://www.aspirevisioncare.com/,Dr. Nancy Guenthner,,unknown,,,4,,False,[],19,"Dr. Nancy Guenthner, age UNKNOWN; 0-yr practice tenure — license-tenure proxy only.",30,Only 0 yrs — fails 5-yr gate.,60,2 coasting tell(s). Successor-check live-fetch captured.,78,Williamson County. MyEyeDr/Acuity/Keplr/AEG less aggressive than DSO consolidation in dental — solo $700K-$1.2M OD-owned practices still under-targeted.,25,D_pass,"GATE: succession_or_growth: Husband-wife co-owners + 4 ODs + Aspire Vision Training Center build mode. L1 19/L2 30/L3 60/L4 78 → final 25, tier D_pass (conf high).",,high,0.38,medical_eye_care
