legal_name,dba_name,city,county,zip,address,phone,website,owner_name,owner_age_estimate,owner_age_source,owner_tenure_years,years_in_business,provider_count_estimate,employee_count_estimate,is_distressed,distress_reasons,layer1_base_rate,layer1_comment,layer2_sellability,layer2_comment,layer3_behavioral_trigger,layer3_comment,layer4_market_pull,layer4_comment,final_score,final_tier,final_comment,value_add_thesis,confidence,data_completeness
American Auger Plumbing,,San Antonio,Bexar,,,,https://americanaugerplumbing.com/,,55,biz_history_proxy,30,30,1,4,False,[],50,American Auger 30+ yrs combined experience.,65,SA Bexar.,50,Jobber online + BBB cert = modernized.,85,SA rollup hot.,59,C_watch,American Auger Plumbing — SA Bexar family. B_forward.,Forward.,low,0.4
S&S Plumbing,,San Antonio,Bexar,,,,https://www.ss-plumbing.com/,Steven Stanush,50,license_tenure_proxy,20,20,1,4,False,[],45,Steven Stanush M-36596.,60,SA. 20 yrs.,50,Mid.,85,SA rollup hot.,56,C_watch,S&S Plumbing — 20-yr SA MP. C_watch.,N/A — too young.,medium,0.5
J.C. Enriquez and Son Plumbing,J.C. Enriquez Plumbing,San Antonio,Bexar,,,,https://jcenriquezplumbing.com/,,78,biz_history_proxy,58,58,3,12,False,[],75,Joe Enriquez Sr (founder 1968) ~age 78. Joe Jr. + Joe III also active.,80,"58-yr SA operation, multi-trade plumbing + HVAC + remodeling + water restoration, Maintenance Plan recurring, San Antonio 78249.",40,Successor check NEGATIVE: 3-gen Enriquez explicit (Sr + Jr + III). Strong family succession. Not coasting-solo.,85,San Antonio rollup hot. ,67,B_forward,J.C. Enriquez and Son — 3-gen Enriquez family operation since 1968. B_forward.,Long-tenured SA multi-trade with active maintenance plan. Forward to ETA/PE bolt-on community.,high,0.75
210 Plumbing,,San Antonio,Bexar,,,,https://www.210plumber.com,Russell Walker,75,biz_history_proxy,49,49,2,5,False,[],80,Russell Walker owner since 1977. Steve Walker brother MP. Russell age ~75.,60,"49-yr SA shop, small-mid scale 3-5 trucks, drain camera + water softeners + leak detection. ≈ $700K-1.5M rev.",50,"Mixed: extensive Walker family in business (brother Steve, sister Jacquelyn, daughter Brandi as apprentice) = INTERNAL SUCCESSION IN PLACE (daughter on plumber track). No online booking + no membership = strong coasting tells but offset by family-succession.",80,San Antonio rollup hot.,66,B_forward,"210 Plumbing — Walker family multi-gen (Russell + brother Steve + sister Jacquelyn + daughter Brandi as apprentice). Strong coasting tells (no online booking, no membership, phone-only) but family succession via daughter. B_forward.",SA multi-gen Walker family plumbing with thin tech stack. Forward to ETA/PE bolt-on community.,high,0.7
Will's Plumbing & Testing Service,Will's Plumbing,San Antonio,Bexar,,,,https://willsplumbing.com/,,55,biz_history_proxy,25,25,1,6,False,[],50,Will's Plumbing 24/7.,70,SA + backflow recurring.,50,Mid.,85,SA rollup hot.,60,B_forward,Will's Plumbing & Testing — SA backflow recurring. B_forward.,SA family backflow. Forward.,low,0.4
Juan's Plumbing Services,,San Antonio,Bexar,,,,,Juan Lopez,55,biz_history_proxy,15,15,1,2,False,[],50,Juan Lopez SA.,50,Small.,50,Small + no website verified.,80,SA baseline.,54,C_watch,Juan's Plumbing — small SA RMP. C_watch.,N/A — too small.,low,0.3
J.R.'s Plumbing,,San Antonio,Bexar,,,,https://www.jrsplumbing.net/,,67,biz_history_proxy,46,46,1,5,False,[],70,JR's Plumbing 1980 woman-owned. Owner age 60+.,60,SA + Boerne small-mid.,60,"Strong coasting tells: no membership, no online booking, phone-only intake — 46 yrs of inertia.",80,SA rollup hot.,66,B_forward,JR's Plumbing — 46-yr SA woman-owned family. Strong coasting tells. B_forward — promote to A pending Bexar CAD OV65 + live team page.,Long-tenured SA woman-owned with thin web = strong AI/ops thesis.,low,0.4
HERNANDEZ PLUMBING & SEWER INC,,San Antonio,Bexar,78228,2747 BENRUS,(210) 912-5119,,ANTONIO S HERNANDEZ,50,license_tenure_proxy,16,16,1,5,False,[],55,Antonio Hernandez M-39327 since 2009 + MEDGAS/MRF.,60,"SA west — COMMERCIAL NEW CONSTRUCTION focus per BuildZoom (628 permitted projects, retail/restaurant/office/hotel/municipal). FILTER: pure new-construction excluded per skill rules.",50,N/A — filtered.,85,SA rollup hot.,59,C_watch,Hernandez Plumbing & Sewer — pure commercial new-construction focus per BuildZoom (628 commercial permits). EXCLUDE per filter. D_pass.,N/A — filtered out (pure new construction).,medium,0.5
ALAMO PLUMBING A/C & HEAT LLC,,San Antonio,Bexar,78253,12810 OAK PASS,(210) 548-1113,,SAMUEL L LONGORIA,60,license_tenure_proxy,22,22,1,6,False,[],65,Samuel Longoria M-36584 since 2003.,75,"Multi-trade plumbing+AC+heat, SA NW 78253.",50,BuildZoom top 8% but no team detail.,88,SA rollup hot.,66,B_forward,Alamo Plumbing AC & Heat — Longoria 22-yr SA multi-trade. B_forward.,Forward.,medium,0.55
RUTKOWSKI PLUMBING,,Helotes,Bexar,78023,,(210) 695-3276,,CARL WAYNE RUTKOWSKI,70,license_tenure_proxy,39,39,2,5,False,[],80,Carl Rutkowski M-16201 since 1986 + 2 sons Matt + Luke.,65,Helotes premium NW Bexar.,50,Successor check NEGATIVE: 2 sons including Luke as plumber.,88,SA rollup hot + Helotes premium +3.,68,B_forward,Rutkowski Plumbing — Carl 39-yr + sons. B_forward.,Helotes SA premium family. Forward.,high,0.7
J & M PLUMBING (J & M ORTIZ INC DBA),J & M Plumbing,San Antonio,Bexar,78224,,(210) 921-0668,,JESSE A ORTIZ,65,license_tenure_proxy,32,32,1,3,False,[],75,Jesse Ortiz M-18468 since 1993.,60,SA south 78224.,50,No website. Cap.,80,SA baseline.,64,B_forward,"J&M Plumbing (Ortiz) — 32-yr SA MP, no website. C_watch.",N/A — thin.,low,0.3
CAROLINA'S PLUMBING SERVICES,,San Antonio,Bexar,,,,,CAROLINA ADEL MARTINEZ,40,license_tenure_proxy,8,8,1,2,False,[],35,Carolina Martinez M-42230 since 2017 (8 yrs). Too young.,50,Hard gate: 8 yrs near boundary; depth thin.,35,Mid.,80,SA baseline.,46,C_watch,"Carolina's Plumbing — 8-yr SA MP, owner too young. D_pass (5-yr-gate marginal, age too young).",N/A — too young.,low,0.3
SWINGING D CONSTRUCTION LLC,,San Antonio,Bexar,78261,,(210) 286-4056,,PATRICK NICHOLAS DENNIS,58,license_tenure_proxy,20,20,1,4,False,[],60,Patrick Dennis M-37493 since 2005.,55,SA premium 78261 Stone Oak edge.,50,Construction-leaning — verify residential mix.,88,SA rollup hot + premium +3.,60,B_forward,Swinging D Construction — 20-yr SA premium. C_watch — construction-leaning needs filter check.,N/A — borderline.,low,0.3
"Austin Plumbing, Heating, Air & Electric",Team Austin,Austin,Travis,,,,https://teamaustin.com/,,68,biz_history_proxy,35,92,6,40,False,[],75,Austin Plumbing (Team Austin) 3rd-gen Smith. Eric Smith President. Son Austin already on team.,88,"92-yr operation, multi-trade plumbing + HVAC + electric + water well + air duct + water conditioning. Very large. ≈ $5-15M rev. Platform-scale.",35,Successor check NEGATIVE: 3rd-gen Smith with son Austin already in role. Explicit succession.,92,Austin rollup very hot.,69,B_forward,Team Austin — 92-yr 3-gen Smith multi-trade Austin platform-scale. Not off-market thesis target. B_forward at best — likely already on Apex/Wrench radar.,Platform-scale Austin multi-trade. Forward to ETA community as awareness only.,high,0.7
Johnny Rooter Plumbing,Johnny Rooter,Austin,Travis,,,,https://johnnyrooter.com,,55,biz_history_proxy,33,33,1,6,False,[],60,Johnny Rooter 2nd-gen Austin since 1993. CAUTION: 'Rooter' name — needs Roto-Rooter franchise verification.,60,Austin.,50,Successor check NEGATIVE (2nd-gen).,90,Austin rollup very hot.,62,B_forward,Johnny Rooter — 2nd-gen Austin. NEEDS Roto-Rooter franchise filter verification. B_forward.,Forward — verify franchise status first.,low,0.45
Mustang Plumbing,,Round Rock,Williamson,,,,https://mustangplumbingrr.com/,Todd Cox,63,license_tenure_proxy,43,27,1,8,False,[],75,Todd Cox MP since 1983 (youngest MP in TX history at 18-22) = age 61-65. Sons in business (TX State University grads).,70,27-yr Round Rock operation. Residential + new construction + commercial. Schedule a Call form.,50,Successor check NEGATIVE: 2 sons in business (mgmt + construction science backgrounds). Family succession path explicit.,80,Austin/Round Rock rollup very hot. ,67,B_forward,Mustang Plumbing — Todd Cox + 2 sons family operation. B_forward.,Round Rock multi-gen plumbing with sons in management track. Forward to ETA/Apex bolt-on.,medium,0.65
The Plumbinator,,Round Rock,Williamson,,,,https://www.plumbinatoraustin.com/,Mickey (Master Plumber),50,biz_history_proxy,17,17,1,4,False,[],45,Plumbinator 2009. Husband+wife.,60,Round Rock small.,50,Mid.,90,Austin/Round Rock rollup very hot.,57,C_watch,The Plumbinator — small Round Rock husband+wife operation. C_watch.,N/A — too small + young.,low,0.4
"G & M Plumbing, Inc.",,Pflugerville,Travis,78660,15303 Tacon Lane,,https://gandmplumbingtx.com/,,63,biz_history_proxy,38,38,2,5,False,[],70,Sonny+Eric Martinez brothers since 1987.,65,Pflugerville Austin metro.,50,Successor check NEGATIVE: 2-brother partnership = mutual successor.,90,Austin rollup very hot.,66,B_forward,G&M Plumbing — Sonny+Eric brothers Pflugerville. B_forward.,Forward.,medium,0.55
Beyond Wow Plumbing,,Austin,Travis,,,,https://beyondwow.com/,,65,biz_history_proxy,45,45,1,6,False,[],70,Beyond Wow Austin since 1980.,65,Austin mid.,55,Mid.,92,Austin rollup very hot.,68,B_forward,Beyond Wow — 45-yr Austin. B_forward.,Long-tenured Austin family. Forward.,low,0.4
Excalibur Plumbing,,Leander,Williamson,,,,https://www.excaliburplumbing.com/,,50,biz_history_proxy,14,14,1,4,False,[],40,Excalibur Leander 2011.,55,Leander small.,50,Modernized.,92,Austin rollup very hot.,55,C_watch,"Excalibur Plumbing — 14-yr Leander, owner too young. D_pass (just past 5-yr-gate, age too young).",N/A.,low,0.4
CRESCENT PLUMBING,,Austin,Travis,78728,,(512) 251-0419,,MANUEL E RODRIGUEZ,70,license_tenure_proxy,37,37,1,3,False,[],78,Manuel Rodriguez M-17053 since 1988.,55,N Austin small.,50,No website. Cap.,90,Austin rollup hot.,66,B_forward,Crescent Plumbing — long-tenured N Austin MP. C_watch.,N/A — thin.,low,0.3
CK PLUMBING LLC DBA CLARK KENT PLUMBING INC,Clark Kent Plumbing,Austin,Travis,78704,,(512) 477-2200,,GARY WAYNE HACKER,65,license_tenure_proxy,40,40,2,15,False,[],78,Gary W Hacker President + Cynthia Clarke VP (co-owner partnership). Hacker's TSBPE M-14195 is a pre-1990 legacy license = 35+ yrs MP tenure. Estimated age ~65 (MP'd before 1990 + journeyman path = born ~1955-1965). Confidence medium pending Travis CAD OV65 check on both Hacker and Clarke residences. Co-owner structure (Hacker + Clarke) means partner-to-partner sale to outside buyer rather than internal-succession-to-junior — fits Gideon's thesis if both are retirement-age.,88,"$10.6M revenue / 15 employees per D&B = squarely in SBA-7(a) jumbo + 504 real-estate financeable platform-bolt-on range. 40-yr operation. Multi-trade plumbing including 24/7 emergency, residential + commercial + hydro-jetting + camera inspection + boiler + lift station = comprehensive scope. PM Plumber license + 4 additional = clean license stack. 200+ Yelp reviews 4.4-star. Strong sellability score.",72,"At $10.6M revenue with 15 employees in 2026, the absence of a customer membership plan, the absence of true online booking (only contact form on clarkekentplumbing.com fetched 2026-05-16), and the absence of named technicians on the About page are SIGNIFICANT coasting tells. Modern plumbing shops at this scale all have ServiceTitan + Housecall Pro membership programs + technician hiring funnels. The Hacker-Clarke partnership has stopped pushing modernization in the last 5-7 years per the static About page tone.",90,"Austin is top-3 TX rollup metro. ZIP 78704 = premium South Austin (Travis Heights, Bouldin Creek, South Congress) = older housing stock + premium incomes = high recurring repair revenue density. Sub-market nudge +5 for premium Austin ZIP. Apex Service Partners (Alpine), Wrench Group, Service Champions all paying premium multiples in Austin. $10.6M revenue shop is in platform-acquirer SWEET SPOT ($300-800K EBITDA bolt-on at 5-7× = $1.5-5.5M sale). Plumbing rollup HOT (+9).",80,A_acquire_self,"Gary Hacker (President + RMP since pre-1990, M-14195) and Cynthia Clarke (VP) co-own Clarke Kent Plumbing, a 40-yr Austin operation generating $10.6M revenue with 15 employees (D&B-verified). Both principals are estimated retirement-window age (Hacker MP'd pre-1990 = age ~65+). At $10M+ revenue, the ABSENCE of a customer membership plan and the ABSENCE of true online booking on clarkekentplumbing.com (fetched 2026-05-16) are highly unusual modernization gaps — the partners have stopped pushing. Premium South Austin ZIP 78704 (Travis Heights / Bouldin / South Congress). Co-owner partnership means partner-to-partner exit to outside buyer rather than internal junior succession — fits Gideon's thesis. A_acquire_self pending TCAD OV65 verification on Hacker and Clarke residences + confirmation no younger partner-track successor.","Clarke Kent has $10.6M revenue at 40-yr operating maturity but zero modern revenue infrastructure: no recurring-service membership program, no true online booking, no SMS dispatch automation, no named technicians on the website. A bolt-on operator could: (a) launch a Plumb Sentinel monthly membership at $24.95/mo across existing customer base = $300-600K incremental ARR within 12 months; (b) migrate to ServiceTitan for dispatch + scheduling = 15-25% windshield-time reduction; (c) build a technician apprenticeship program tied to TSBPE Journeyman ladder = solve the bench-depth problem; (d) automated review generation = leverage 200+ existing 4.4-star reviews into 1000+ across Austin metro. Credible 25-40% EBITDA uplift over 18-24 months. Sale-leaseback on 1408 W Ben White (TCAD lookup) if owned by entity.",medium,0.75
GILLINGWATER CONSTRUCTION LLC,,Austin,Travis,78731,,(737) 313-8115,,MARTIN JAY JENKINS,60,license_tenure_proxy,26,26,1,4,False,[],60,Martin Jenkins M-20834 since 1999.,55,Austin NW Hills 78731 premium.,50,Construction-leaning — verify residential.,92,Austin rollup very hot + premium +5.,61,B_forward,Gillingwater Construction — 26-yr Austin NW Hills premium. C_watch — construction-leaning needs filter check.,N/A — borderline.,low,0.3
CENTEX ELITE PLUMBING LLC,,Austin,Travis,78725,10007 HERMES DR,(512) 284-6859,,ISAAC LOPEZ,55,license_tenure_proxy,16,16,1,3,False,[],50,Isaac Lopez M-39448 since 2009.,55,E Austin small.,50,Mid.,88,Austin rollup very hot.,57,C_watch,Centex Elite Plumbing — 16-yr E Austin small. C_watch.,N/A — too young.,low,0.3
"WPM CONSTRUCTION, INC",,Austin,Travis,78744,5415 MCKINNEY FALLS PKWY,(810) 606-1400,,ERIC JOSEPH CAMPOS,55,license_tenure_proxy,16,16,1,3,False,[],50,Eric Campos M-39450 since 2009.,50,SE Austin. Construction-leaning per legal name.,50,Mid.,88,Austin rollup very hot.,56,C_watch,WPM Construction — 16-yr SE Austin construction. C_watch — construction-leaning.,N/A — borderline.,low,0.3
TK PLUMBING,,Austin,Travis,,,,,TIMOTHY W KINSEY,45,license_tenure_proxy,10,10,1,2,False,[],45,Timothy Kinsey M-41442 since 2015.,50,Travis small.,50,Mid.,90,Austin rollup very hot.,54,C_watch,"TK Plumbing — 10-yr Travis, owner too young. D_pass.",N/A.,low,0.25
MIKES PLUMBING,,Round Rock,Williamson,78683,,(512) 636-4160,,MICHAEL E GAVIT,65,license_tenure_proxy,27,27,1,3,False,[],70,Michael Gavit M-20095 since 1998.,55,Round Rock small.,50,No website. Cap.,90,Austin/Round Rock rollup very hot.,63,B_forward,Mike's Plumbing — 27-yr Round Rock MP. C_watch — thin data.,N/A — thin.,low,0.3
MAG PLUMBING AND SERVICES,,San Marcos,Hays,78666,,(512) 353-4024,,ROBERT ROCHA,55,license_tenure_proxy,18,18,1,3,False,[],60,Robert Rocha M-38328 since 2007.,50,San Marcos Hays exurban Austin.,50,No website.,75,Hays exurban -5.,57,C_watch,MAG Plumbing — 18-yr San Marcos. C_watch.,N/A — exurban.,low,0.3
PAISLEY PLUMBING,,Wimberley,Hays,78676,,(512) 618-1890,,DANIEL PATRICK MATTINGLY,55,license_tenure_proxy,20,20,1,2,False,[],60,Daniel Mattingly M-37469 since 2005.,50,Wimberley Hays exurban.,50,No website.,70,Hays exurban -5.,56,C_watch,Paisley Plumbing — Wimberley exurban. C_watch.,N/A — exurban.,low,0.3
Lister Plumbing,,Galveston,Galveston,,,,https://www.listerplumbinginc.com/,,65,biz_history_proxy,42,42,3,8,False,[],70,Lister 3-gen since 1984.,70,Galveston + HVAC.,45,Successor check NEGATIVE: 3-gen.,70,Galveston secondary -3.,62,B_forward,Lister Plumbing — 3-gen Galveston. B_forward.,Forward.,medium,0.5
Kona Plumbing,,Galveston,Galveston,,,,https://www.konaplumbing.net/,,50,biz_history_proxy,20,20,1,3,False,[],50,Kona Plumbing 20+ yrs.,50,Galveston small.,50,Mid.,70,Galveston secondary -3.,53,C_watch,Kona Plumbing — small Galveston. C_watch.,N/A — secondary metro.,low,0.3
Beaumont Plumbing LLC,,Beaumont,Jefferson,,,,https://www.beaumontplumbingllc.com/,,45,biz_history_proxy,20,21,1,3,False,[],45,Damian Diaz 20+ yrs.,50,Beaumont Jefferson — secondary -5.,50,Mid.,60,Beaumont secondary -5.,50,C_watch,Beaumont Plumbing — Beaumont secondary. C_watch.,N/A — secondary metro + young.,low,0.3
Ballard Plumbing,,Beaumont,Jefferson,,,,https://www.ballardplumbing.net/,,50,biz_history_proxy,15,15,1,3,False,[],50,Ballard Plumbing.,50,Beaumont small.,50,Mid.,60,Beaumont secondary -5.,52,C_watch,Ballard Plumbing — Beaumont. C_watch — thin.,N/A — secondary.,low,0.25
DEWolfe's Affordable Plumbing,,Plano,Collin,,,,,,55,unverified,20,20,1,3,False,[],50,DeWolfe's Plano. Unverified.,50,Small Plano.,50,No website.,88,Collin rollup hot.,56,C_watch,"DeWolfe's Affordable Plumbing — Plano, no website, unverified. C_watch.",N/A — thin.,low,0.25
Best Quality Plumbing,,Plano,Collin,,,,https://www.bestqualityplumbingtx.com/,,55,biz_history_proxy,25,25,1,3,False,[],55,Best Quality Plano. Senior MP 25 yrs.,55,Plano small.,50,Mid.,88,Collin rollup hot.,58,C_watch,Best Quality Plumbing — Plano family. B_forward.,Plano Collin family. Forward.,low,0.35
S & B Plumbing,,Sugar Land,Fort Bend,77478,,(281) 898-0202,https://www.sandbplumbing.com/,WILLIAM K EDMUNDS,70,license_tenure_proxy,37,50,3,10,False,[],75,"William K Edmunds RMP M-16885 since 1988 = 37+ yrs MP tenure, age ~70. 3-gen MPs.",80,50-yr operation since 1976. Sugar Land Greater Houston. Value Plan membership. Online scheduling. ≈ $1.5-3M rev.,40,Successor check NEGATIVE: 3-gen Edmunds family MPs. Modernized intake.,85,Houston rollup hot. Sugar Land Fort Bend = ordinary baseline.,67,B_forward,S & B Plumbing — 3-gen Edmunds family Sugar Land. B_forward.,Long-tenured Sugar Land family plumbing. Forward to ETA / PE bolt-on.,medium,0.6
BARTSCH SERVICES INC,,The Woodlands,Montgomery,77380,,(281) 364-1944,,JEFFERY G BARTSCH,55,license_tenure_proxy,20,20,1,3,False,[],55,Jeffery Bartsch M-37279 since 2005.,60,The Woodlands Montgomery.,50,No website.,85,Houston rollup hot.,59,C_watch,Bartsch Services — 20-yr Woodlands MP. C_watch.,N/A — thin.,low,0.3
